,TONDUR,EngSpDist_K1,EngSpDist_K2,EngSpDist_K3,EngSpDist_K4,EngSpDist_K5,EngSpDist_K6,EngSpDist_K7,EngSpDist_K8,AmbTempDist_K8,AmbTempDist_K9,MILEAGE,LABEL
1535,375071.3,181719.0,60562.1,12901.1,1238.2,864.0,258.7,145.8,117.3,189,222,1208,0
1536,392234.5,216109.5,78888.4,47305.2,2075.1,610.4,57.9,19.4,14.4,156,75,2921,0
1537,464436.0,227814.0,117664.8,12287.5,1422.5,847.6,223.3,139.6,73.4,153,203,1914,0
1538,1500403.4,681451.2,535976.8,133384.3,11423.4,2053.7,368.4,94.2,29.2,351,93,11138,0
1539,1470958.7,629654.9,625915.4,82526.6,1095.8,656.1,70.8,32.2,12.6,348,388,12116,0
1540,1744971.0,657826.6,734919.7,141181.2,3162.7,558.6,29.6,8.0,4.5,584,115,15910,0
1541,334823.4,146383.7,110750.5,11321.3,488.9,510.5,28.4,26.9,5.9,132,20,2203,0
1542,705684.5,318125.2,213240.1,56707.9,3357.9,1164.7,287.3,150.8,91.0,316,221,5110,0
1543,1054599.5,498762.5,350474.0,47581.0,3096.5,551.8,41.9,16.5,4.1,360,117,6114,0
1544,1754982.5,719615.4,613594.9,222152.2,30044.4,8725.4,3972.6,2177.2,1142.0,417,647,17542,0
1545,509808.5,210132.9,69840.0,52818.0,25490.2,3370.4,771.6,338.6,183.6,298,205,2940,0
1546,1699780.8,679105.3,638998.6,148818.1,37888.6,5899.8,828.0,222.3,46.4,443,153,15750,0
1547,284916.4,78348.2,68130.0,21180.7,15817.3,2180.4,175.1,76.6,43.5,118,18,2386,0
1548,4280591.5,1995832.3,1783134.0,168039.6,17767.5,1747.5,238.3,53.7,22.1,1783,371,27177,0
1549,1269923.8,662070.5,356133.2,138751.0,20181.3,2998.9,900.0,367.1,116.0,431,10,8717,0
1550,1305623.9,520877.6,426790.2,85282.0,12278.2,2029.1,339.4,153.0,80.9,465,152,9166,0
1551,533801.7,184275.3,219136.5,37918.2,3210.8,582.7,22.9,6.4,0.4,171,71,4616,0
1552,438054.5,115999.5,209923.5,30952.9,732.7,548.1,9.5,9.3,1.6,143,13,5202,0
1553,1784170.9,635239.5,812932.1,161749.5,13342.3,960.9,53.6,17.8,9.7,414,95,17864,0
1554,1601458.1,660383.9,455177.6,191313.9,15172.0,3397.6,1205.1,662.8,328.7,540,35,11811,0
1555,319130.3,116250.0,74305.0,32119.4,1187.3,533.0,26.8,15.9,7.4,165,103,2152,0
1556,948724.2,512863.5,263658.9,35417.1,2740.1,607.0,47.0,21.4,6.1,323,203,4610,0
1557,531883.7,184613.0,188256.0,51770.2,2058.1,801.5,99.8,46.7,41.6,171,14,4722,0
1558,587510.7,97409.1,118718.2,78239.3,185108.4,14230.6,254.2,122.2,96.8,149,6,13434,0
1559,2393655.8,1094477.2,796649.6,187777.0,7034.4,694.0,27.0,15.7,6.5,245,30,19538,0
1560,503594.8,198260.8,123772.4,64704.5,17651.9,4944.4,1494.2,611.1,209.7,250,46,4504,0
1561,1835014.2,747496.2,578785.6,247216.8,59466.9,6187.3,1374.7,514.6,223.8,624,120,16619,0
1562,1599786.9,687044.0,537850.7,121797.3,29402.7,3052.6,283.1,121.0,50.8,542,99,12018,0
1563,1315296.5,469601.8,598886.1,151559.5,2026.2,622.1,62.4,20.8,7.2,385,492,14505,0
1564,2435974.7,1559159.2,638216.9,63519.2,2839.9,632.5,23.1,5.3,3.6,459,48,10448,0
1565,825380.6,370378.1,261385.0,52428.7,9709.2,3133.6,683.4,226.8,80.2,505,617,4548,0
1566,2588818.8,979239.6,1137927.3,281708.9,14569.6,1071.6,165.5,70.4,36.9,835,289,27234,0
1567,1702393.9,727129.0,669514.7,122850.8,20998.9,4048.0,824.2,286.3,179.8,318,96,14695,0
1568,409425.0,151595.7,101899.6,19165.9,1610.4,565.4,9.3,2.0,0.0,137,22,1924,0
1569,754508.2,367392.2,180015.6,59057.5,2296.8,640.6,34.9,12.4,3.7,463,150,4598,0
1570,6117610.4,3020646.1,2227975.4,378496.3,52258.9,6346.5,1155.2,325.8,112.3,2286,958,32768,0
1571,612299.4,227806.4,172049.1,79320.8,25574.7,4949.4,772.9,277.4,106.5,151,7,6510,0
1572,1173740.9,311812.1,513757.6,218347.7,10872.2,1723.5,350.7,165.6,85.8,181,18,15985,0
1573,324244.8,101032.5,84678.1,10962.3,262.8,505.3,15.8,11.1,4.1,221,66,1705,0
1574,3489979.3,1710842.0,1351707.8,193523.5,10104.2,870.7,61.1,25.3,8.6,720,206,24869,0
1575,731930.3,340564.7,210969.4,71379.3,8286.3,1943.7,689.9,321.4,197.4,304,33,5207,0
1576,2581708.6,1183805.7,1058722.9,128221.1,4725.0,834.1,78.2,27.7,7.3,504,708,19776,1
1577,600130.9,254545.0,172821.7,30935.8,6625.7,5874.7,4457.4,598.8,283.4,285,165,4254,0
1578,1313188.9,518925.9,519880.1,129374.5,6730.9,706.9,75.3,27.4,10.1,276,75,12644,0
1579,3098362.2,1917769.4,762991.7,122325.8,20736.1,7425.8,3305.5,1566.6,797.6,355,12,13940,0
1580,1673802.7,667299.1,586539.8,238734.6,19543.6,6052.8,2002.7,1093.3,656.9,472,402,17623,0
1581,4203638.0,2731111.4,895923.1,140649.2,23864.5,7496.7,3789.6,2575.1,1875.3,658,72,15368,0
1582,1787965.2,1222010.8,381265.5,28602.4,3141.4,919.4,120.1,36.8,11.8,543,56,6117,0
1583,3453627.1,1449020.4,1202103.2,394065.4,56151.9,2909.4,434.5,143.9,183.4,1108,186,32211,0
1584,1771880.9,840382.4,604191.1,126983.7,19038.3,6559.1,3088.6,1304.0,376.1,405,73,13634,0
1585,622271.7,271292.0,206305.8,22839.1,1232.3,542.6,24.9,6.7,0.3,171,59,4032,0
1586,499315.7,225944.1,175940.1,11002.9,547.6,562.2,28.8,9.5,4.0,116,0,2293,0
1587,1248688.1,566444.4,448369.6,89822.5,3132.1,824.2,118.9,53.7,19.2,310,37,9635,0
1588,701563.1,271891.8,276059.9,33024.6,1681.2,772.9,118.3,64.1,29.7,310,24,5379,0
1589,3626158.1,1505004.8,1450486.0,291327.4,25215.0,3752.9,1093.6,429.8,152.5,830,276,28516,0
1590,1252466.9,513741.4,521464.6,104160.9,8104.3,1747.6,480.9,222.4,117.6,261,252,11666,0
1591,684216.7,336870.7,178204.9,64663.7,7191.8,1893.7,672.4,417.1,199.6,265,7,4400,0
1592,448735.0,199744.1,156775.4,32422.1,5912.3,1577.5,468.5,265.4,167.0,183,85,3160,0
1593,1038814.6,365766.9,394926.2,191780.3,10481.3,606.8,31.0,12.0,2.4,348,45,12992,0
1594,3329466.6,1274828.5,1199652.1,184369.6,9832.2,2193.9,198.8,67.4,71.9,1057,297,24334,0
1595,744785.6,358105.2,193397.2,35935.7,3209.3,1125.0,204.4,82.0,25.4,286,5,3946,0
1596,1816742.2,663082.7,690570.5,312224.2,48944.1,3433.6,1161.6,507.5,266.3,405,510,23316,0
1597,3649519.1,1715670.0,1222178.0,491085.0,49094.5,12546.3,5854.9,3185.0,2238.4,452,811,37752,1
1598,337374.5,153107.2,99379.5,13750.7,733.6,655.1,66.4,28.3,9.5,79,14,1859,0
1599,804806.9,357926.1,345700.1,29909.9,1438.6,521.8,13.4,4.7,0.1,264,60,5683,0
1600,1431797.4,662168.9,537495.4,110218.5,8777.3,1765.5,294.6,77.3,12.0,580,30,10792,0
1601,3614746.6,1761831.8,1492252.9,196434.6,6827.6,1332.5,361.6,183.8,99.4,859,283,29579,0
1602,401193.8,169329.0,143110.6,16372.4,810.1,559.0,26.8,5.6,0.0,155,10,2800,0
1603,663186.4,240551.1,285451.0,59411.8,4587.3,701.1,73.3,36.2,23.1,168,64,6823,0
1604,3426664.5,1512232.7,1141007.6,314507.4,50613.9,5476.4,1114.5,323.1,106.8,1065,217,26943,0
1605,6656776.8,4963108.3,957977.6,103616.7,4901.6,797.5,89.0,36.6,13.1,1084,337,14740,1
1606,1283444.1,492382.3,523777.2,137888.3,18130.4,3610.4,1036.7,316.3,67.9,282,56,13279,0
1607,374615.8,213387.6,79560.8,14356.2,1368.5,714.5,88.1,37.1,25.9,236,40,1343,0
1608,3441685.6,1497955.4,1052973.8,296263.0,46894.4,2004.1,213.0,57.5,21.8,1463,326,24088,0
1609,2055403.0,1212408.3,502458.2,142956.3,26257.1,3515.9,1028.3,580.1,332.8,440,402,12840,0
1610,1177061.8,395016.0,358727.5,203308.8,65927.1,13133.3,3078.4,1219.0,556.6,314,36,14806,0
1611,600393.3,253037.1,211529.6,60705.7,4947.5,1392.3,382.5,157.1,45.6,194,28,5298,0
1612,345162.8,102563.8,95709.6,78571.7,14424.8,1554.2,243.9,78.5,23.1,48,3,4868,0
1613,587165.9,211513.6,181239.3,39802.3,3260.5,1225.8,244.8,99.0,42.4,310,226,4259,0
1614,985901.1,385537.9,416395.1,35185.6,387.3,471.4,9.0,5.5,6.0,168,9,7442,0
1615,3481867.8,1033720.0,1287799.1,659486.6,235491.1,12602.8,368.2,75.6,17.7,695,83,50840,0
1616,5098057.8,2112047.1,2138166.5,384926.2,20585.6,2707.8,805.2,366.8,202.3,1626,249,42149,0
1617,1242365.6,441594.6,472773.2,138915.0,13416.4,1493.6,238.7,96.6,29.6,209,34,11499,0
1618,1333518.6,384339.3,516784.5,267347.9,13616.2,1568.4,404.0,215.7,90.2,75,2,17278,0
1619,2860879.9,1367873.4,1165686.6,123904.4,2278.7,828.6,143.8,70.5,46.5,594,658,23174,1
1620,1676607.7,817055.3,528625.6,86584.4,10891.3,2783.7,966.7,403.5,156.1,389,61,8242,0
1621,1131690.1,642447.6,277255.9,58427.8,9447.5,2143.3,578.3,241.0,123.7,405,55,5648,0
1622,3396518.0,1647114.5,1314979.3,222820.3,2954.6,648.1,80.2,38.6,23.2,1049,556,24753,0
1623,1598888.9,843401.8,536525.8,86799.1,4430.0,1000.7,134.0,50.8,15.0,828,414,8890,0
1624,1411253.7,546845.6,587577.3,122247.2,4771.2,645.6,36.0,12.4,0.8,471,151,12400,0
1625,1789046.2,767889.1,594449.0,245081.5,28019.5,3190.3,855.9,303.9,69.4,415,90,12698,0
1626,769575.0,315976.4,278513.2,55077.0,2834.3,625.0,40.3,10.2,7.0,267,130,5803,0
1627,2732595.0,1408922.4,752804.6,259641.0,27873.8,8795.7,4120.3,2031.8,1054.7,1097,560,21276,0
1628,2351533.8,1311452.2,678998.0,157208.2,18757.0,6010.7,2618.7,1204.4,516.7,737,927,13630,0
1629,5523065.2,2518301.1,2435959.6,252809.7,19337.4,2845.2,799.6,297.0,111.1,1135,87,40047,0
1630,1608871.7,562471.3,553253.5,161505.7,106426.6,1590.9,427.7,191.2,71.4,542,742,17422,0
1631,2256377.4,1205134.3,809185.8,71306.1,1680.7,539.3,28.9,14.9,7.1,257,71,13380,0
1632,1686013.8,799835.2,719788.7,66858.7,4248.8,542.5,22.5,3.4,0.6,558,149,12210,0
1633,4033475.8,2031867.1,1631381.1,71228.9,1337.7,601.1,54.8,24.5,10.1,993,129,27101,1
1634,1361044.2,727689.0,380445.6,82152.0,4157.4,812.7,70.1,80.2,24.3,527,350,7495,0
1635,2650397.4,1429933.3,904041.9,126443.4,19528.9,5644.9,2226.3,955.3,424.1,781,159,15823,0
1636,6631295.8,2435518.1,3488852.3,321975.9,21911.0,3856.2,1828.8,896.6,446.1,687,941,54207,0
1637,1103179.2,672938.0,240837.4,41908.1,4536.0,1476.9,497.2,270.5,142.8,414,360,3797,0
1638,5651330.1,3926305.6,1260583.4,144298.8,14634.7,2028.6,242.3,84.8,25.9,975,182,22599,0
1639,2169896.3,576053.7,834306.2,444025.9,32649.2,9561.9,1591.7,705.3,320.8,309,9,30063,0
1640,1753569.2,867237.7,577284.2,132165.7,20234.5,5208.9,2103.5,1139.0,657.5,486,295,13445,0
1641,1403663.4,587540.4,679065.0,17626.5,575.4,474.0,5.0,2.8,0.4,228,84,12598,0
1642,1054025.4,549944.7,330487.5,68672.0,4408.9,1152.1,315.6,165.1,53.9,463,350,7058,0
1643,3202395.5,1441465.0,1480635.0,99050.2,1313.1,526.1,24.9,11.2,3.7,940,205,22793,0
1644,1875373.6,920930.6,601021.9,187035.1,18448.9,3262.8,1102.8,543.5,344.5,322,551,16722,0
1645,4504461.7,1864743.3,2075214.9,102366.2,2425.6,656.5,74.7,37.9,14.8,804,365,31467,1
1646,2541682.2,870381.9,1301829.2,224290.1,13943.8,686.6,32.1,10.9,2.4,616,359,28545,0
1647,1191162.9,324225.4,383821.2,247389.7,6952.0,1328.6,215.6,92.0,26.9,317,20,14514,0
1648,753524.5,237398.0,372668.8,26479.5,1134.3,558.3,43.9,17.7,5.8,302,114,6331,0
1649,673508.1,234398.9,243419.8,112835.7,6458.4,731.3,89.8,31.9,6.3,181,50,8093,0
1650,1945344.3,842250.5,604097.8,260402.5,71053.3,1172.6,219.4,77.9,43.6,515,527,19806,0
1651,7799384.5,4001286.7,2488918.7,781667.2,76817.2,19217.3,9211.7,4773.0,2465.1,1452,1550,45068,0
1652,2366276.2,968083.4,920053.9,161488.1,11596.0,1615.8,281.0,57.4,22.2,697,194,19244,0
1653,1244357.9,623972.2,335245.8,36974.4,2732.7,1037.2,215.4,80.4,40.1,329,32,5662,0
1654,1322361.4,584657.7,500779.9,128477.9,3473.1,891.9,96.1,20.2,13.5,287,430,12533,0
1655,251468.7,98418.2,63732.3,11881.6,293.3,489.8,17.2,2.6,0.9,66,10,1369,0
1656,779197.4,414259.6,160413.5,8114.2,422.5,551.2,32.5,20.8,8.1,367,447,1838,0
1657,1440571.9,561972.7,512231.3,193995.6,26969.9,3061.4,1006.1,531.6,347.7,482,49,12597,0
1658,929448.9,357246.8,308089.7,64776.3,3661.6,562.1,16.4,7.0,6.3,328,20,6123,0
1659,1421616.5,498424.0,622558.4,155735.2,4066.7,782.7,123.0,43.9,16.4,474,304,15700,0
1660,1219683.2,600727.4,433300.0,38663.0,989.2,598.1,49.4,18.8,8.1,440,136,6413,0
1661,3282355.9,2016755.7,843066.7,52564.6,1665.0,613.6,47.6,19.1,6.2,1185,1149,10038,0
1662,243376.1,107015.1,69163.6,11300.6,1202.1,632.4,69.1,22.8,14.0,177,15,1211,0
1663,2863272.0,1211998.6,1192713.0,240294.7,18414.0,2942.9,841.0,354.2,160.2,857,632,25352,1
1664,689024.4,168759.7,332706.9,87386.2,5238.9,1155.6,279.0,100.1,37.0,147,35,8415,0
1665,864406.9,400507.9,333369.1,33325.7,1606.7,634.7,62.4,25.0,12.3,301,50,5018,0
1666,2070656.3,625674.0,822011.9,354819.0,38041.5,7679.3,2179.8,755.6,199.7,497,21,25254,0
1667,652550.7,251174.8,293824.8,42647.3,1596.6,660.2,54.7,18.9,7.6,186,35,5234,0
1668,1102693.8,388698.8,368243.9,121826.6,4270.3,659.6,29.7,10.9,3.5,410,47,9530,0
1669,2721940.5,1007041.2,1193737.1,312360.1,11955.5,975.4,116.3,30.2,22.9,286,53,28145,0
1670,1530012.8,698455.0,691066.6,64470.4,3214.0,820.1,150.2,52.5,29.5,427,378,10617,0
1671,1628256.9,666672.7,649701.4,110368.6,5746.7,852.1,177.8,90.8,77.3,444,108,12856,0
1672,2584573.3,1236529.1,832783.8,323993.0,6055.2,893.0,198.1,116.9,67.3,798,292,24418,0
1673,1712829.7,800854.7,513125.9,229434.1,11023.5,1892.4,545.7,214.4,99.8,635,191,16038,0
1674,217404.2,81170.8,62777.9,20470.4,1283.2,665.3,79.2,32.0,17.7,213,24,1638,0
1675,800797.7,367493.7,246636.6,83691.2,10173.6,1680.1,468.9,215.7,141.5,219,1,6149,0
1676,531843.7,170330.9,121838.1,36265.6,3374.1,1087.1,261.6,122.6,58.4,239,96,3082,0
1677,1645511.7,719592.9,443478.5,206405.9,50045.4,983.4,159.4,65.1,25.6,621,638,14977,0
1678,1660871.0,838432.3,345412.4,199684.0,128608.1,1776.9,363.8,222.1,114.5,456,333,17229,0
1679,218626.2,76376.3,22744.4,21747.7,8137.7,513.6,24.8,13.1,7.9,153,32,1353,0
1680,3045731.8,1506406.5,985182.4,340030.8,31297.3,9528.4,4506.1,2137.3,1089.3,856,792,27246,0
1681,1030312.7,380634.8,406111.5,152361.6,9955.9,1639.6,414.4,141.1,45.4,325,243,11017,0
1682,761626.1,215857.5,339674.0,59230.3,1886.5,636.0,52.7,15.7,5.8,170,232,7927,0
1683,1811380.2,849169.4,600902.1,176069.6,28610.1,5503.4,1559.2,715.4,305.3,319,43,15147,0
1684,847800.1,321671.7,341236.7,91432.5,5739.4,917.6,156.9,63.4,32.4,189,399,8646,0
1685,419125.8,192106.2,140436.1,16079.9,767.1,579.3,32.4,9.5,3.2,153,15,2563,0
1686,262565.7,94680.3,84040.0,32749.5,2442.6,769.1,134.1,72.5,30.9,123,5,2345,0
1687,614319.0,248303.8,202361.6,57064.2,11678.9,3569.5,1044.5,475.7,250.1,122,1,5254,0
1688,371772.9,150700.6,91712.3,24255.4,1572.1,668.8,47.1,20.2,13.7,478,5,2026,0
1689,2751585.3,934233.1,1304676.9,213306.2,28629.9,2744.7,300.2,78.7,26.4,897,157,25972,0
1690,548877.1,275077.8,166170.0,26432.3,1694.7,564.0,24.3,8.8,2.5,161,138,3617,0
1691,703943.4,297311.2,149387.5,60930.4,6557.0,2601.8,1078.9,659.6,363.5,543,216,4232,0
1692,604185.2,260431.1,149850.2,25976.9,1448.8,891.0,86.9,28.5,9.5,171,102,3083,0
1693,1519919.0,790280.8,470292.3,67078.4,4522.6,804.9,151.6,79.3,26.6,493,832,8794,0
1694,2001818.9,1018524.4,600265.3,121787.9,6586.4,1214.7,187.0,71.7,23.8,776,708,13069,0
1695,3222117.1,1811611.8,781049.6,370196.8,44542.0,6042.5,1539.8,542.3,185.3,1287,1380,22704,1
1696,685373.9,446306.7,117643.1,21935.1,1507.5,991.3,60.1,25.0,3.7,182,110,2542,0
1697,5796699.9,3956133.8,1487910.3,146860.7,7069.1,558.1,22.0,9.3,1.6,381,73,29301,0
1698,4501607.2,2185012.9,1730886.6,272334.3,19272.7,2333.3,441.9,118.6,35.6,1285,249,30565,0
1699,1229139.0,676124.3,405466.1,34507.4,762.3,524.1,17.6,6.4,1.7,221,31,5548,0
1700,2391187.3,756332.6,981644.2,328215.4,33927.7,5056.3,1366.1,579.5,391.8,716,74,25173,0
1701,372189.5,165617.8,112706.3,19292.3,1613.8,627.6,41.8,12.0,4.3,167,58,2646,0
1702,2330239.4,1022916.0,792002.8,308869.4,25419.5,4716.4,1566.5,571.7,174.8,835,630,21584,1
1703,653264.9,156477.2,263146.5,144214.6,7463.2,1336.5,383.1,227.2,137.7,135,10,8613,0
1704,1258894.9,725821.3,367126.8,33390.4,2696.3,1179.7,302.1,150.3,80.6,285,33,5670,0
1705,4543139.3,1784337.5,2131708.1,365758.2,8910.2,1067.6,192.1,51.5,20.8,865,184,44165,0
1706,1763146.7,921760.1,538226.3,159568.4,27732.0,4520.8,1379.7,588.3,233.9,554,129,11458,0
1707,860067.9,374777.1,320421.2,76572.2,5407.6,1052.8,134.0,26.1,2.6,308,116,7491,0
1708,1693479.9,673744.0,782187.8,74643.3,4859.3,1451.3,420.2,210.7,137.8,547,528,13592,0
1709,3510072.3,1798107.4,1243674.0,216255.4,19494.0,3484.9,153.6,53.5,12.9,714,517,24861,0
1710,250425.5,118032.9,65437.3,10302.6,1317.1,727.2,61.5,23.8,9.5,115,54,1308,0
1711,1135169.8,592187.1,360234.3,32823.8,1202.0,617.9,40.8,13.8,12.2,336,254,6691,0
1712,203462.7,80738.0,49568.4,16776.8,3676.6,1367.7,297.5,130.5,34.9,107,37,1383,0
1713,1967592.2,598890.0,967563.0,278544.5,8338.4,661.1,72.4,25.2,24.2,359,147,25595,0
1714,2437488.0,1010923.9,938112.8,289831.8,18350.6,1472.7,338.1,116.5,53.5,822,1585,23902,0
1715,1331623.6,553043.8,437643.2,105848.2,4182.0,1176.4,316.2,175.3,126.6,472,409,10348,0
1716,4880571.7,3168686.6,1005080.9,284546.0,31264.3,3467.9,1004.2,485.7,233.5,1084,578,24813,1
1717,2654188.8,1247639.4,789636.5,336215.7,91581.4,1592.6,331.5,113.1,41.0,692,425,27078,0
1718,1393314.1,792032.3,348977.1,147780.0,9635.3,2209.4,657.0,325.5,161.3,354,351,10170,0
1719,1354772.4,624400.7,447110.9,85778.4,23376.5,3123.4,361.2,167.9,53.4,234,80,10025,0
1720,1816402.8,931682.4,524678.6,173012.9,5992.5,1431.4,386.2,174.8,70.3,487,353,14379,1
1721,375554.0,78109.2,66890.9,62438.2,3682.4,808.8,73.6,23.0,6.6,205,9,3493,0
1722,759554.7,401404.6,214891.1,23780.7,743.6,524.2,22.9,10.2,2.8,474,39,3436,0
1723,426085.1,216770.7,121123.2,9294.2,607.0,527.8,27.9,13.2,6.3,203,16,1962,0
1724,1817721.0,400827.3,547317.4,369896.0,245767.6,49004.7,12193.3,5508.4,3844.5,272,60,32264,0
1725,507490.6,174847.7,140104.6,103053.9,4320.0,772.9,100.1,25.1,9.9,187,129,5985,0
1726,1338870.7,497368.7,459023.7,211991.3,35673.6,2554.8,351.7,180.4,98.7,395,281,16146,0
1727,302647.2,104378.2,128679.9,8901.3,489.3,545.2,25.5,11.2,3.5,109,6,2294,0
1728,4086487.9,1838096.8,1631020.8,196136.6,57238.8,10636.4,1040.4,197.1,59.8,713,233,30178,0
1729,1902939.5,670245.1,892568.1,182017.7,5377.4,770.3,53.6,15.1,5.4,415,122,20401,0
1730,293466.7,119720.1,72791.4,15036.3,2126.9,126.7,34.1,14.4,4.5,214,4,1201,0
1731,342828.3,120751.5,143048.1,10881.3,882.3,105.6,33.8,18.4,7.5,145,49,2885,0
1732,4141307.4,2247493.3,1324463.5,83944.5,3287.4,271.7,79.3,37.5,31.7,945,312,18753,0
1733,2163371.9,1357471.4,305727.2,41100.4,2987.3,424.3,105.5,27.1,11.4,337,79,4781,0
1734,5780540.2,3507211.4,1791564.6,177321.1,17463.7,737.8,210.2,77.7,11.0,789,303,28995,1
1735,2535618.9,800088.8,1295111.2,210965.8,17478.7,1076.0,146.9,46.5,23.9,1295,437,28382,0
1736,1224656.7,345694.3,375991.3,135319.0,52633.9,14428.8,5591.8,2399.4,2128.6,295,14,13109,0
1737,1085101.0,415738.9,262043.7,56415.3,4785.3,1587.7,458.1,232.8,110.3,228,431,5774,0
1738,467274.1,102567.4,58100.4,15516.0,4059.3,1772.9,572.4,355.1,198.8,194,1,1110,0
1739,991971.1,239468.7,173085.7,46627.5,8868.8,3155.0,1154.1,709.2,436.7,433,8,3733,0
1740,151095.5,30978.7,42546.3,19064.0,3063.8,443.1,172.6,91.4,39.9,42,0,19142,0
1741,795835.9,177983.7,246682.4,100140.5,22281.4,6501.0,1542.1,721.2,322.8,244,0,8072,0
1742,817823.8,330908.8,134801.9,53121.3,6702.2,2479.7,1059.5,619.4,373.9,789,241,3799,0
1743,1288713.2,539513.2,296649.6,51857.3,10603.6,3744.0,1423.9,763.9,411.4,874,215,5373,0
1744,1438367.1,470631.1,436074.5,166859.6,27777.7,5993.7,2042.7,1114.1,669.1,350,18,12672,0
1745,1364297.9,563035.1,422661.6,150260.4,12081.8,3281.6,1359.7,642.2,350.8,596,238,12132,0
1746,1670409.8,552139.1,522861.0,216371.7,33243.2,9221.0,2620.8,1437.2,886.6,418,21,16008,0
1747,1172292.8,523862.9,271792.9,55470.0,8720.1,2172.6,930.9,370.4,219.4,300,47,5723,0
1748,1314492.4,488847.3,625718.5,70335.0,4772.0,687.4,310.7,120.7,57.6,450,330,11934,0
1749,1989473.4,663432.0,873986.1,152594.1,30153.6,4802.9,1713.0,800.5,420.8,382,35,18277,0
1750,325712.0,146677.5,71684.9,5449.6,352.1,134.7,64.5,36.1,19.7,159,6,1152,0
1751,1556101.6,656241.9,555847.3,79314.1,2239.5,102.4,44.8,21.2,7.0,863,300,10387,0
1752,1029712.4,389282.5,330724.4,83778.9,4010.5,282.4,66.6,34.2,16.6,430,281,8030,0
1753,449504.8,195907.4,46991.8,72313.6,21858.3,1265.8,450.4,89.6,43.3,171,28,4181,0
1754,2986341.3,1688577.1,666026.5,178197.6,13589.7,606.2,188.8,73.7,40.5,812,403,14910,0
1755,463160.0,199868.1,105504.6,18504.9,2022.1,186.9,53.5,12.3,6.5,252,182,1979,0
1756,486754.2,138816.2,99972.5,46255.0,2734.1,157.5,54.5,18.8,7.2,194,61,3250,0
1757,1292986.1,453517.9,399335.0,151705.2,21671.2,4049.2,1829.0,933.4,344.1,355,49,13115,0
1758,1618856.7,416126.0,555574.2,325026.4,89009.1,15606.7,2163.4,918.8,462.8,258,30,16530,0
1759,2589369.5,1392462.6,902413.5,136767.9,12582.9,2472.6,1258.3,649.5,290.5,1075,451,15939,1
1760,886506.5,435605.9,179307.0,24860.2,2057.5,309.3,130.1,52.7,18.1,285,13,2874,0
1761,446506.6,191979.2,80045.1,17885.3,2433.5,311.0,115.6,51.5,29.0,301,149,1747,0
1762,386253.4,92605.8,104848.8,48420.5,9847.5,2317.3,971.9,355.6,240.5,84,2,3590,0
1763,800527.0,209056.8,397281.6,112265.9,5174.4,532.3,136.9,34.7,12.3,289,21,9024,0
1764,1155160.3,643124.7,270518.5,40404.3,4584.8,1130.7,537.7,256.0,265.3,418,55,5463,0
1765,1138139.2,440750.2,292478.7,96883.9,39656.4,14351.4,1144.3,528.2,318.4,416,452,9446,0
1766,881790.4,518639.6,206770.0,42135.9,4707.1,326.7,129.7,60.0,24.7,341,141,4016,0
1767,369762.5,149567.0,80585.0,12970.5,1653.4,186.3,73.3,32.9,26.1,200,118,1506,0
1768,1771366.6,879043.6,570651.3,101204.4,22148.2,1733.5,473.5,197.9,82.4,818,739,11036,0
1769,419727.7,136414.7,124226.8,16216.6,461.8,103.6,48.3,84.1,13.1,282,23,2592,0
1770,2447339.4,1589464.0,517577.2,89225.7,10983.0,1514.7,619.2,292.6,123.4,653,60,10348,0
1771,388935.9,167522.9,132740.1,13523.0,684.3,64.9,34.3,4.0,7.0,138,22,1996,0
1772,4552034.8,2906132.6,1242130.4,167644.9,4300.2,161.5,47.7,23.4,12.8,458,1298,24560,1
1773,472155.3,139382.2,99684.9,80082.9,19238.2,1300.1,337.5,131.0,56.6,351,39,4614,0
1774,356406.2,167127.2,91734.4,24890.3,2900.6,785.6,252.8,72.5,18.0,243,112,1856,0
1775,206926.1,76918.6,33043.2,22232.8,527.2,89.7,22.7,15.6,12.3,174,67,1252,0
1776,596734.9,178060.3,175695.9,119149.9,14522.8,1550.8,503.5,255.0,128.6,104,2,6982,0
1777,1014431.3,501170.7,338745.8,44646.6,4537.3,531.8,186.5,86.8,41.5,299,154,5501,0
1778,816961.6,464919.8,211447.1,29919.2,1964.2,83.7,14.7,4.7,1.7,330,127,3545,0
1779,1489867.7,592648.4,475241.3,247635.0,13559.3,988.3,377.6,196.1,116.5,828,210,15921,0
1780,169409.5,51880.9,34222.8,16839.4,5752.2,340.0,90.0,42.1,14.8,142,23,1051,0
1781,2894553.3,1852744.4,589137.2,152889.5,42239.1,10521.7,4064.5,1981.0,927.4,288,14,14077,0
1782,227902.9,81169.4,44909.3,20397.8,1596.9,551.1,256.8,157.4,81.4,197,96,1342,0
1783,716864.8,245576.7,225155.5,87666.7,10944.0,1559.8,549.5,248.7,138.2,315,42,5954,0
1784,844043.9,178787.2,291303.8,177524.0,49402.4,5189.6,889.5,461.6,212.5,362,8,12174,0
1785,1661596.4,760502.1,571156.9,110752.5,5821.6,1027.1,375.6,143.3,55.1,514,107,11676,0
1786,423917.8,181478.8,134685.6,24762.0,2453.7,479.6,170.0,93.7,72.2,143,53,2798,0
1787,368755.5,147345.1,111302.0,21239.3,1224.5,112.6,34.4,10.4,4.5,147,128,2317,0
